   Step          Temp          Press          Volume        Density         TotEng         PotEng         KinEng    
   1028000   3114.5867     -1210.25        237339.69      0.83448486    -209078.96     -211258.59      2179.6327    
   1029000   3086.6242     -1340.8363      237218.79      0.83491016    -209075.87     -211235.94      2160.0641    
   1030000   3132.3288      2254.3834      236993.14      0.83570509    -209073.44     -211265.49      2192.0489    
   1031000   3172.8752     -4740.2353      236771.83      0.83648624    -209071.27     -211291.7       2220.4239    
   1032000   3101.1447      337.09002      236437.33      0.83766965    -209069.69     -211239.91      2170.2258    
   1033000   3118.5763     -1363.6814      236121.22      0.8387911     -209068.46     -211250.89      2182.4247    
   1034000   3167.0693      121.25436      235809.54      0.83989977    -209067.7      -211284.06      2216.3608    
   1035000   3162.4936     -17.926678      235491.99      0.84103233    -209067.58     -211280.74      2213.1587    
   1036000   3146.1362      1912.589       235187.41      0.84212152    -209067.74     -211269.45      2201.7115    
   1037000   3133.0123      2576.488       234932.33      0.84303585    -209068.3      -211260.83      2192.5272    
   1038000   3121.1973     -20.284184      234781.1       0.84357886    -209069.44     -211253.7       2184.2589    
   1039000   3093.0244     -439.46877      234670.29      0.8439772     -209071.17     -211235.71      2164.5431    
   1040000   3146.8546      2026.9601      234686.15      0.84392018    -209073.17     -211275.39      2202.2143    
   1041000   3134.6787      1813.0597      234818.53      0.8434444     -209075.86     -211269.55      2193.6934    
   1042000   3115.0156     -1469.5697      235045.82      0.84262878    -209078.88     -211258.81      2179.9329    
   1043000   3132.377      -501.73948      235324.7       0.84163021    -209082.44     -211274.52      2192.0826    
   1044000   3056.6001     -1996.5775      235619.34      0.84057776    -209086.32     -211225.37      2139.0528    
   1045000   3096.6696     -307.51219      235904.8       0.8395606     -209090.68     -211257.78      2167.0941    
   1046000   3115.531       1381.305       236202.93      0.83850092    -209095.59     -211275.88      2180.2936    
   1047000   3112.2161      2459.8059      236595.74      0.8371088     -209100.64     -211278.61      2177.9737    
   1048000   3143.7111      351.26447      236923.33      0.83595136    -209106.19     -211306.21      2200.0144    
   1049000   3105.0994     -504.2871       237198.45      0.83498174    -209111.96     -211284.96      2172.9934    
   1050000   3085.4911      307.17686      237384.15      0.83432857    -209118.2      -211277.47      2159.2712    
   1051000   3094.1731      790.31058      237490.63      0.83395448    -209124.72     -211290.06      2165.347     
   1052000   3066.4074     -324.92482      237576.1       0.83365446    -209131.52     -211277.43      2145.9161    
   1053000   3120.8914     -3345.8342      237646.62      0.83340707    -209138.81     -211322.85      2184.0448    
   1054000   3080.5038      113.36191      237657.96      0.83336733    -209146.27     -211302.05      2155.781     
   1055000   3036.1328     -2443.0476      237635.48      0.83344616    -209153.96     -211278.69      2124.7295    
   1056000   3059.8038     -1792.9752      237601.36      0.83356583    -209161.99     -211303.28      2141.2949    
   1057000   3055.4701     -2558.5907      237551.3       0.83374148    -209170.23     -211308.5       2138.2621    
   1058000   3058.6829     -2928.9733      237393.48      0.83429576    -209178.76     -211319.27      2140.5104    
   1059000   3028.5046     -407.83396      237128.51      0.83522802    -209187.23     -211306.62      2119.3912    
   1060000   3025.788       60.181994      236787.25      0.83643174    -209196.09     -211313.58      2117.4901    
   1061000   3018.3         1917.0374      236354.53      0.83796312    -209205.01     -211317.26      2112.2499    
   1062000   3040.9192      672.75238      235899.55      0.83957928    -209213.98     -211342.06      2128.0791    
   1063000   3033.2246      2358.2432      235483         0.84106444    -209222.83     -211345.53      2122.6943    
   1064000   3033.8758      650.60881      235177.08      0.84215848    -209231.7      -211354.85      2123.1501    
   1065000   3054.7451      1351.668       234905.26      0.84313299    -209240.92     -211378.68      2137.7547    
   1066000   2970.9871      2993.3074      234763.16      0.84364335    -209249.8      -211328.94      2079.1396    
   1067000   2954.568       795.39644      234754.96      0.8436728     -209259        -211326.65      2067.6493    
   1068000   3079.3346      1309.7472      234815.53      0.84345519    -209268.36     -211423.33      2154.9628    
   1069000   3032.9997     -516.99113      234981.76      0.8428585     -209277.56     -211400.1       2122.5369    
   1070000   2981.5363      2600.395       235222.28      0.84199665    -209286.71     -211373.23      2086.5221    
   1071000   2982.6188      464.75248      235578.27      0.8407243     -209295.97     -211383.24      2087.2797    
   1072000   2961.4575     -772.77516      235872.58      0.83967529    -209304.8      -211377.27      2072.4707    
   1073000   2947.6762     -826.05315      236097.33      0.83887598    -209313.51     -211376.34      2062.8263    
   1074000   2938.2217      219.67046      236224.76      0.83842343    -209322.32     -211378.53      2056.2099    
   1075000   2991.0019     -2128.8707      236357.73      0.83795174    -209331.03     -211424.18      2093.1463    
   1076000   2958.1501     -263.19281      236435.74      0.83767528    -209339.29     -211409.44      2070.1561    
   1077000   2949.1353     -1143.6204      236461.1       0.83758546    -209347.66     -211411.51      2063.8474    
   1078000   2962.494      -53.608764      236431.89      0.83768892    -209355.62     -211428.81      2073.1961    
   1079000   2956.8016      387.96826      236401.65      0.8377961     -209363.47     -211432.69      2069.2124    
   1080000   2936.7702     -3330.6442      236394.9       0.83782       -209371.11     -211426.3       2055.1941    
   1081000   2910.5132      272.57529      236316         0.83809972    -209378.66     -211415.48      2036.8191    
   1082000   2891.6681      1136.8946      236270.7       0.83826043    -209385.77     -211409.41      2023.631     
   1083000   2939.7253      310.38037      236224.48      0.83842444    -209392.62     -211449.89      2057.2622    
   1084000   2945.6425      77.574581      236170.28      0.83861683    -209399.34     -211460.75      2061.4031    
   1085000   2905.1984      265.82016      236087.16      0.83891209    -209405.8      -211438.9       2033.0997    
   1086000   2932.0671      109.68033      235960.04      0.83936406    -209411.89     -211463.79      2051.9028    
   1087000   2887.0851     -1686.0587      235826.66      0.83983878    -209417.7      -211438.12      2020.4238    
   1088000   2920.4581     -1448.919       235625.91      0.84055433    -209423.19     -211466.97      2043.7787    
   1089000   2921.6149      1368.2397      235389.42      0.84139879    -209428.33     -211472.92      2044.5882    
   1090000   2913.2477     -1132.6122      235151.15      0.84225136    -209433.15     -211471.88      2038.7328    
   1091000   2938.1953      400.21968      234883.14      0.84321239    -209437.66     -211493.86      2056.1915    
   1092000   2870.3017     -1262.2672      234589.24      0.84426881    -209441.79     -211450.47      2008.6785    
   1093000   2907.0462     -1284.5618      234317.67      0.84524728    -209445.42     -211479.81      2034.3928    
   1094000   2928.3123     -555.77462      234039.24      0.84625285    -209448.75     -211498.03      2049.2752    
   1095000   2896.2073     -24.683221      233802.65      0.84710919    -209451.64     -211478.45      2026.8076    
   1096000   2918.2405      787.85293      233558.95      0.84799308    -209454.35     -211496.57      2042.2268    
   1097000   2878.9149      699.319        233413.09      0.84852299    -209456.47     -211471.18      2014.7061    
   1098000   2865.4864     -1126.4178      233320.81      0.84885859    -209458.13     -211463.44      2005.3087    
   1099000   2913.5612     -1401.116       233343.55      0.84877587    -209459.72     -211498.67      2038.9522    
   1100000   2856.3444      1101.3844      233428.3       0.84846772    -209460.6      -211459.51      1998.911     
   1101000   2889.5836      1537.6863      233540.41      0.84806041    -209461.36     -211483.54      2022.1723    
   1102000   2857.7558     -1199.0699      233703.61      0.8474682     -209461.51     -211461.41      1999.8987    
   1103000   2869.7995     -1323.4064      233875.42      0.84684563    -209461.42     -211469.75      2008.3271    
   1104000   2872.6872     -1100.9751      234021.92      0.84631548    -209460.8      -211471.14      2010.3479    
   1105000   2867.4215     -1017.191       234193.35      0.84569598    -209459.8      -211466.47      2006.6629    
   1106000   2948.5332      2219.4155      234378.99      0.84502614    -209458.56     -211521.99      2063.4261    
   1107000   2846.5698     -683.51944      234607.93      0.84420153    -209456.74     -211448.81      1992.0706    
   1108000   2873.2048     -1339.0831      234826.98      0.84341405    -209454.53     -211465.24      2010.7101    
